customer_id,recency,frequency,monetary,r_score,f_score,m_score,fm_score,rfm_segment
5153,1711,1,20.6,1,3,1,2,Hibernating
5155,84,0.166666667,586.25,5,3,4,4,Champions
5156,944,1,194.92,2,3,1,2,Customers Needing Attention
5157,660,0.090909091,949.81,3,2,5,4,Loyal Customers
5158,1897,1,270.22,1,3,2,3,At Risk
5159,537,1,164.94,3,3,1,2,Customers Needing Attention
5160,558,1,466.48,3,3,3,3,Potential Loyalists
5162,10,0.052631579,827.7,5,1,5,3,Loyal Customers
5163,1343,0.153846154,631.54,1,3,4,4,Cant Lose Them
5165,1463,1,420.78,1,3,3,3,At Risk
5166,1437,1,273.4,1,3,2,3,At Risk
5167,247,0.125,587.86,4,2,4,3,Potential Loyalists
5168,956,1,368.51,2,3,2,3,Customers Needing Attention
5169,167,0.0625,1033.79,5,1,5,3,Loyal Customers
5170,149,0.035714286,412.16,5,1,3,2,Potential Loyalists
5171,305,1,200.5,4,3,1,2,Potential Loyalists
5172,808,1,87.8,2,3,1,2,Customers Needing Attention
5173,674,0.055555556,591.88,3,1,4,3,Potential Loyalists
5174,305,0.071428571,1150.9,4,1,5,3,Potential Loyalists
5176,1919,1,193.41,1,3,1,2,Hibernating
5177,433,1,109.63,4,3,1,2,Potential Loyalists
5179,1770,1,449.55,1,3,3,3,At Risk
5180,654,1,232.02,3,3,2,3,Potential Loyalists
5182,290,0.06122449,817.33,4,1,5,3,Potential Loyalists
5183,1029,1,169.3,2,3,1,2,Customers Needing Attention
5185,100,1,470.91,5,3,3,3,Loyal Customers
5186,208,1,157.44,4,3,1,2,Potential Loyalists
5188,159,0.056603774,488.56,5,1,3,2,Potential Loyalists
5189,271,1,116.06,4,3,1,2,Potential Loyalists
5190,647,0.097560976,1203.49,3,2,5,4,Loyal Customers
5191,470,0.125,689.22,4,2,4,3,Potential Loyalists
5193,1002,0.1,295.16,2,2,2,2,Customers Needing Attention
5194,33,0.065217391,867.49,5,1,5,3,Loyal Customers
5195,939,1,166.68,2,3,1,2,Customers Needing Attention
5197,1332,1,184.71,1,3,1,2,Hibernating
5198,1069,0.086956522,219.7,2,2,2,2,Customers Needing Attention
5199,759,1,322.34,3,3,2,3,Potential Loyalists
5200,1494,1,429.85,1,3,3,3,At Risk
5201,137,0.230769231,806.72,5,3,5,4,Champions
5203,640,0.064516129,480.61,3,1,3,2,Customers Needing Attention
5205,928,1,191.78,2,3,1,2,Customers Needing Attention
5206,1667,1,427.21,1,3,3,3,At Risk
5207,318,1,160.13,4,3,1,2,Potential Loyalists
5208,346,0.060606061,410.69,4,1,3,2,Potential Loyalists
5209,1074,0.115384615,628.84,2,2,4,3,Customers Needing Attention
5211,788,1,459.24,2,3,3,3,Customers Needing Attention
5212,545,0.0625,689.64,3,1,4,3,Potential Loyalists
5213,89,1,311.39,5,3,2,3,Loyal Customers
5214,427,0.046511628,889.81,4,1,5,3,Potential Loyalists
5216,1147,1,24.46,2,3,1,2,Customers Needing Attention
5217,528,1,345.56,3,3,2,3,Potential Loyalists
5219,1234,1,420.83,1,3,3,3,At Risk
5220,1045,1,336.31,2,3,2,3,Customers Needing Attention
5221,93,0.038461538,677.47,5,1,4,3,Loyal Customers
5222,646,0.08,542.74,3,2,4,3,Potential Loyalists
5223,910,1,134.74,2,3,1,2,Customers Needing Attention
5224,34,0.075,859.67,5,1,5,3,Loyal Customers
5225,660,0.108108108,1210.24,3,2,5,4,Loyal Customers
5227,426,1,457.3,4,3,3,3,Potential Loyalists
5228,1460,1,401.48,1,3,3,3,At Risk
5229,359,1,207.45,4,3,1,2,Potential Loyalists
5230,218,0.148148148,783.98,4,3,4,4,Loyal Customers
5231,1818,1,80.65,1,3,1,2,Hibernating
5232,1174,1,409.87,2,3,3,3,Customers Needing Attention
5234,831,1,145.14,2,3,1,2,Customers Needing Attention
5235,1395,1,203.64,1,3,1,2,Hibernating
5236,757,0.0625,519.69,3,1,3,2,Customers Needing Attention
5237,413,0.108108108,1196.41,4,2,5,4,Loyal Customers
5238,163,0.052631579,429.59,5,1,3,2,Potential Loyalists
5239,341,1,118.78,4,3,1,2,Potential Loyalists
5243,1447,0.3125,579.71,1,3,4,4,Cant Lose Them
5244,1386,0.333333333,830.26,1,3,5,4,Cant Lose Them
5245,541,1,132.25,3,3,1,2,Customers Needing Attention
5247,702,0.081081081,942.38,3,2,5,4,Loyal Customers
5248,752,1,437.09,3,3,3,3,Potential Loyalists
5249,1172,0.133333333,842.56,2,2,5,4,At Risk
5250,171,0.1,528.37,5,2,3,3,Loyal Customers
5251,1106,0.071428571,331.24,2,1,2,2,Customers Needing Attention
5252,1111,0.130434783,657.05,2,2,4,3,Customers Needing Attention
5253,516,0.119047619,1025.52,3,2,5,4,Loyal Customers
5254,1054,0.074074074,349.55,2,1,2,2,Customers Needing Attention
5255,1655,1,12.95,1,3,1,2,Hibernating
5256,24,1,86.3,5,3,1,2,Potential Loyalists
5258,771,1,170.55,3,3,1,2,Customers Needing Attention
5259,681,0.333333333,221.4,3,3,2,3,Potential Loyalists
5260,542,0.2,486.51,3,3,3,3,Potential Loyalists
5261,1188,0.214285714,796.92,2,3,5,4,At Risk
5262,642,1,83.13,3,3,1,2,Customers Needing Attention
5263,828,0.076923077,658.84,2,1,4,3,Customers Needing Attention
5264,1000,0.1,743.76,2,2,4,3,Customers Needing Attention
5265,397,0.117647059,578.34,4,2,4,3,Potential Loyalists
5267,856,0.105263158,373.13,2,2,2,2,Customers Needing Attention
5269,1214,1,142.91,2,3,1,2,Customers Needing Attention
5270,158,0.064516129,496.71,5,1,3,2,Potential Loyalists
5271,264,0.073170732,875.51,4,1,5,3,Potential Loyalists
5272,334,1,334.58,4,3,2,3,Potential Loyalists
5273,75,0.166666667,272.99,5,3,2,3,Loyal Customers
5274,288,1,108.25,4,3,1,2,Potential Loyalists
5275,490,0.105263158,699.57,3,2,4,3,Potential Loyalists
5276,1631,1,283.76,1,3,2,3,At Risk
5277,253,0.076923077,576.56,4,1,4,3,Potential Loyalists
5278,648,0.071428571,834.45,3,1,5,3,Potential Loyalists
5279,825,0.060606061,587.16,2,1,4,3,Customers Needing Attention
5280,494,0.0625,904.94,3,1,5,3,Potential Loyalists
5281,3,1,428.94,5,3,3,3,Loyal Customers
5282,587,1,490.02,3,3,3,3,Potential Loyalists
5284,980,1,356.31,2,3,2,3,Customers Needing Attention
5285,739,1,496.48,3,3,3,3,Potential Loyalists
5286,425,1,340.74,4,3,2,3,Potential Loyalists
5287,489,0.129032258,1249.71,3,2,5,4,Loyal Customers
5288,499,0.333333333,909.19,3,3,5,4,Loyal Customers
5290,1414,0.25,649.38,1,3,4,4,Cant Lose Them
5291,674,0.090909091,389.96,3,2,3,3,Potential Loyalists
5292,1068,1,448.36,2,3,3,3,Customers Needing Attention
5293,1605,1,236.98,1,3,2,3,At Risk
5294,1550,1,89.3,1,3,1,2,Hibernating
5295,904,0.5,428.41,2,3,3,3,Customers Needing Attention
5296,864,0.5,639.97,2,3,4,4,At Risk
5297,1528,1,176.09,1,3,1,2,Hibernating
5298,319,1,327.48,4,3,2,3,Potential Loyalists
5299,506,0.066666667,713.58,3,1,4,3,Potential Loyalists
5300,863,0.1,851.31,2,2,5,4,At Risk
5301,65,0.125,581.72,5,2,4,3,Loyal Customers
5302,863,1,335.75,2,3,2,3,Customers Needing Attention
5303,640,0.097560976,928.78,3,2,5,4,Loyal Customers
5304,898,1,376.04,2,3,2,3,Customers Needing Attention
5308,434,0.157894737,668.88,4,3,4,4,Loyal Customers
5309,290,0.071428571,198.62,4,1,1,1,Promising
5310,960,0.130434783,871.96,2,2,5,4,At Risk
5311,1360,1,386.62,1,3,3,3,At Risk
5312,868,1,310.34,2,3,2,3,Customers Needing Attention
5313,844,0.071428571,305.98,2,1,2,2,Customers Needing Attention
5314,1459,0.133333333,459.48,1,2,3,3,At Risk
5315,624,0.068181818,916.9,3,1,5,3,Potential Loyalists
5316,1479,1,286.51,1,3,2,3,At Risk
5318,1528,1,221.34,1,3,2,3,At Risk
5319,1350,1,131.49,1,3,1,2,Hibernating
5320,545,0.083333333,287.84,3,2,2,2,Customers Needing Attention
5321,1731,1,152.3,1,3,1,2,Hibernating
5322,460,0.042553191,597.7,4,1,4,3,Potential Loyalists
5323,1362,0.666666667,597.24,1,3,4,4,Cant Lose Them
5324,1771,1,479.47,1,3,3,3,At Risk
5325,1337,0.166666667,754.98,1,3,4,4,Cant Lose Them
5327,1316,0.142857143,328.42,1,3,2,3,At Risk
5328,303,0.045454545,754.96,4,1,4,3,Potential Loyalists
5330,991,0.111111111,1276.84,2,2,5,4,At Risk
5331,651,1,308.94,3,3,2,3,Potential Loyalists
5333,190,0.078431373,893.75,5,1,5,3,Loyal Customers
5334,34,1,55.28,5,3,1,2,Potential Loyalists
5335,832,0.105263158,400,2,2,3,3,Customers Needing Attention
5336,616,0.088235294,844.36,3,2,5,4,Loyal Customers
5337,34,1,114.4,5,3,1,2,Potential Loyalists
5338,1163,1,468.42,2,3,3,3,Customers Needing Attention
5340,137,1,208.42,5,3,1,2,Potential Loyalists
5341,1699,1,153.58,1,3,1,2,Hibernating
5342,692,0.12,808.06,3,2,5,4,Loyal Customers
5343,409,1,486.5,4,3,3,3,Potential Loyalists
5344,829,0.1,345,2,2,2,2,Customers Needing Attention
5345,1660,1,463.99,1,3,3,3,At Risk
5346,876,1,53.42,2,3,1,2,Customers Needing Attention
5347,186,1,37.74,5,3,1,2,Potential Loyalists
5351,1896,1,175.87,1,3,1,2,Hibernating
5352,765,1,247.08,3,3,2,3,Potential Loyalists
5354,587,0.1875,406.83,3,3,3,3,Potential Loyalists
5355,245,0.040816327,735.96,4,1,4,3,Potential Loyalists
5356,217,0.047619048,135.81,4,1,1,1,Promising
5357,1454,1,322.49,1,3,2,3,At Risk
5358,1242,0.285714286,391.7,1,3,3,3,At Risk
5359,1698,1,373.84,1,3,2,3,At Risk
5360,16,1,458.57,5,3,3,3,Loyal Customers
5361,141,0.043478261,167.98,5,1,1,1,Recent Customers
5362,213,0.25,487.36,4,3,3,3,Potential Loyalists
5364,345,0.2,590.17,4,3,4,4,Loyal Customers
5365,818,1,477.72,2,3,3,3,Customers Needing Attention
5369,59,1,402.56,5,3,3,3,Loyal Customers
5370,892,0.08,679.41,2,2,4,3,Customers Needing Attention
5372,277,0.046511628,483.96,4,1,3,2,Potential Loyalists
5373,583,1,312.1,3,3,2,3,Potential Loyalists
5374,30,0.135135135,1711.08,5,3,5,4,Champions
5375,576,0.4,541.45,3,3,4,4,Loyal Customers
5376,1018,0.25,218.46,2,3,2,3,Customers Needing Attention
5377,1035,0.105263158,510.88,2,2,3,3,Customers Needing Attention
5379,131,0.075471698,948.27,5,1,5,3,Loyal Customers
5380,1682,1,136.73,1,3,1,2,Hibernating
5381,1098,0.083333333,493.73,2,2,3,3,Customers Needing Attention
5382,990,0.5,755.84,2,3,4,4,At Risk
5384,484,1,144.1,3,3,1,2,Customers Needing Attention
5385,50,0.076923077,590.4,5,1,4,3,Loyal Customers
5386,604,0.074074074,396.34,3,1,3,2,Customers Needing Attention
5387,1284,1,17.88,1,3,1,2,Hibernating
5390,1784,1,413.98,1,3,3,3,At Risk
5391,299,1,264.88,4,3,2,3,Potential Loyalists
5394,1746,0.4,711.63,1,3,4,4,Cant Lose Them
5395,1022,0.2,1056.74,2,3,5,4,At Risk
5396,116,0.041666667,720.1,5,1,4,3,Loyal Customers
5397,243,0.2,702.62,4,3,4,4,Loyal Customers
5398,715,0.090909091,593.38,3,2,4,3,Potential Loyalists
5399,1017,1,125.26,2,3,1,2,Customers Needing Attention
5400,1273,0.333333333,868.8,1,3,5,4,Cant Lose Them
5401,1715,1,310.72,1,3,2,3,At Risk
5402,23,0.044444444,381.29,5,1,2,2,Potential Loyalists
5403,64,0.285714286,766.51,5,3,4,4,Champions
5405,317,0.037735849,649.51,4,1,4,3,Potential Loyalists
5406,813,1,54.47,2,3,1,2,Customers Needing Attention
5407,1059,1,407.92,2,3,3,3,Customers Needing Attention
5408,205,0.103448276,694.93,5,2,4,3,Loyal Customers
5409,648,0.111111111,808.44,3,2,5,4,Loyal Customers
5410,579,1,105.56,3,3,1,2,Customers Needing Attention
5411,1421,1,396.87,1,3,3,3,At Risk
5412,1630,1,442.68,1,3,3,3,At Risk
5413,683,0.170731707,1735.22,3,3,5,4,Loyal Customers
5414,30,0.048387097,972.1,5,1,5,3,Loyal Customers
5415,135,1,292.36,5,3,2,3,Loyal Customers
5416,115,0.078947368,873.2,5,1,5,3,Loyal Customers
5417,814,0.078947368,293.97,2,1,2,2,Customers Needing Attention
5418,586,0.095238095,979.8,3,2,5,4,Loyal Customers
5419,558,0.666666667,571.84,3,3,4,4,Loyal Customers
5420,329,0.06122449,108.03,4,1,1,1,Promising
5421,337,0.086956522,855.71,4,2,5,4,Loyal Customers
5422,742,0.181818182,764.04,3,3,4,4,Loyal Customers
5423,416,0.090909091,898.89,4,2,5,4,Loyal Customers
5424,1811,1,50.77,1,3,1,2,Hibernating
5425,575,0.086956522,703.55,3,2,4,3,Potential Loyalists
5427,505,0.148148148,549.84,3,3,4,4,Loyal Customers
5428,1321,0.666666667,497.66,1,3,3,3,At Risk
5429,484,0.068965517,312.94,3,1,2,2,Customers Needing Attention
5430,948,0.4,782.88,2,3,4,4,At Risk
5431,253,0.074074074,279.02,4,1,2,2,Potential Loyalists
5433,941,1,232.11,2,3,2,3,Customers Needing Attention
5434,856,0.117647059,294.27,2,2,2,2,Customers Needing Attention
5435,836,0.103448276,650.81,2,2,4,3,Customers Needing Attention
5436,312,1,569.59,4,3,4,4,Loyal Customers
5437,1609,1,459.04,1,3,3,3,At Risk
5438,106,0.2,577.45,5,3,4,4,Champions
5439,335,1,1033.75,4,3,5,4,Loyal Customers
5441,407,0.08,601.05,4,2,4,3,Potential Loyalists
5442,681,1,39.18,3,3,1,2,Customers Needing Attention
5443,88,1,128.6,5,3,1,2,Potential Loyalists
5444,607,0.25,1216.13,3,3,5,4,Loyal Customers
5445,406,1,334.86,4,3,2,3,Potential Loyalists
5446,733,0.5,314.14,3,3,2,3,Potential Loyalists
5447,664,1,114.13,3,3,1,2,Customers Needing Attention
5448,373,1,486.06,4,3,3,3,Potential Loyalists
5450,766,1,77.26,3,3,1,2,Customers Needing Attention
5451,650,0.048780488,213.56,3,1,1,1,Promising
5452,1133,1,504.92,2,3,3,3,Customers Needing Attention
5453,9,0.048780488,851.88,5,1,5,3,Loyal Customers
5454,782,0.130434783,480.11,2,2,3,3,Customers Needing Attention
5455,1242,1,128.58,1,3,1,2,Hibernating
5456,345,0.041666667,707.47,4,1,4,3,Potential Loyalists
5458,533,0.075,387.34,3,1,3,2,Customers Needing Attention
5459,1027,0.074074074,206.19,2,1,1,1,About to Sleep
5460,790,1,121.64,2,3,1,2,Customers Needing Attention
5461,431,0.333333333,974.55,4,3,5,4,Loyal Customers
5462,446,1,469.93,4,3,3,3,Potential Loyalists
5463,1347,1,476.82,1,3,3,3,At Risk
5464,338,1,201.16,4,3,1,2,Potential Loyalists
5466,75,0.12962963,1662.51,5,2,5,4,Champions
5467,920,0.15,928.92,2,3,5,4,At Risk
5469,517,0.1,673.12,3,2,4,3,Potential Loyalists
5470,1016,0.1,533.87,2,2,4,3,Customers Needing Attention
5472,127,0.111111111,1554.38,5,2,5,4,Champions
5473,1127,0.25,328.99,2,3,2,3,Customers Needing Attention
5474,1801,1,349.99,1,3,2,3,At Risk
5475,262,0.068965517,571.7,4,1,4,3,Potential Loyalists
5476,28,0.078947368,395.51,5,1,3,2,Potential Loyalists
5477,631,0.333333333,536.87,3,3,4,4,Loyal Customers
5478,128,0.108108108,1328.93,5,2,5,4,Champions
5480,21,0.080645161,1536.02,5,2,5,4,Champions
5481,1493,1,52.72,1,3,1,2,Hibernating
5483,1515,0.272727273,735.15,1,3,4,4,Cant Lose Them
5485,21,0.052631579,549.83,5,1,4,3,Loyal Customers
5486,463,0.052631579,227.97,4,1,2,2,Potential Loyalists
5487,304,1,208.48,4,3,1,2,Potential Loyalists
5489,1263,0.181818182,520.17,1,3,3,3,At Risk
5490,1458,0.25,632.22,1,3,4,4,Cant Lose Them
5491,1524,1,262.45,1,3,2,3,At Risk
5492,488,2,477.98,3,5,3,4,Loyal Customers
5494,347,0.063829787,619.9,4,1,4,3,Potential Loyalists
5495,296,1,51.91,4,3,1,2,Potential Loyalists
5496,43,0.103448276,239.24,5,2,2,2,Potential Loyalists
5497,1587,1,245.7,1,3,2,3,At Risk
5498,407,0.138888889,996.85,4,3,5,4,Loyal Customers
5499,75,1,106.77,5,3,1,2,Potential Loyalists
5500,1929,1,299.8,1,3,2,3,At Risk
5501,129,0.092592593,1823.4,5,2,5,4,Champions
5502,1893,1,375.97,1,3,2,3,At Risk
5504,180,0.2,433.6,5,3,3,3,Loyal Customers
5505,479,1,349.66,3,3,2,3,Potential Loyalists
5506,733,0.083333333,795.83,3,2,5,4,Loyal Customers
5508,615,1,39.87,3,3,1,2,Customers Needing Attention
5509,1776,1,430.35,1,3,3,3,At Risk
5510,1510,1,435.15,1,3,3,3,At Risk
5511,267,1,217.67,4,3,1,2,Potential Loyalists
5513,925,0.25,765.51,2,3,4,4,At Risk
5514,823,1,251.1,2,3,2,3,Customers Needing Attention
5515,190,0.117647059,80.52,5,2,1,2,Potential Loyalists
5519,943,0.115384615,1089.37,2,2,5,4,At Risk
5520,1698,1,265.09,1,3,2,3,At Risk
5521,115,0.081632653,875.4,5,2,5,4,Champions
5522,400,1,491.95,4,3,3,3,Potential Loyalists
5523,1128,0.285714286,469.03,2,3,3,3,Customers Needing Attention
5524,1064,1,54.01,2,3,1,2,Customers Needing Attention
5526,429,0.042553191,445.99,4,1,3,2,Potential Loyalists
5527,1062,0.25,344.37,2,3,2,3,Customers Needing Attention
5528,1392,1,402.5,1,3,3,3,At Risk
5529,708,0.105263158,157.12,3,2,1,2,Customers Needing Attention
5530,624,1,374.44,3,3,2,3,Potential Loyalists
5532,384,0.057142857,623.43,4,1,4,3,Potential Loyalists
5533,523,0.107142857,721.22,3,2,4,3,Potential Loyalists
5535,171,1,255.77,5,3,2,3,Loyal Customers
5536,1857,1,345.97,1,3,2,3,At Risk
5537,143,0.285714286,696.56,5,3,4,4,Champions
5539,156,0.142857143,596.5,5,3,4,4,Champions
5540,1057,1,64.06,2,3,1,2,Customers Needing Attention
5541,727,1,149.25,3,3,1,2,Customers Needing Attention
5542,1310,0.142857143,681.07,1,3,4,4,Cant Lose Them
5543,80,0.048387097,932.51,5,1,5,3,Loyal Customers
5544,60,0.157894737,999.34,5,3,5,4,Champions
5545,705,0.066666667,620.36,3,1,4,3,Potential Loyalists
5546,1091,1,491.87,2,3,3,3,Customers Needing Attention
5547,48,0.053571429,915.4,5,1,5,3,Loyal Customers
5548,619,0.2,57.85,3,3,1,2,Customers Needing Attention
5549,1408,0.133333333,413.52,1,2,3,3,At Risk
5550,511,0.111111111,599.37,3,2,4,3,Potential Loyalists
5551,75,0.05,963.91,5,1,5,3,Loyal Customers
5552,806,0.103448276,629.19,2,2,4,3,Customers Needing Attention
5553,227,0.044444444,438.66,4,1,3,2,Potential Loyalists
5554,136,0.089285714,1499.75,5,2,5,4,Champions
5555,498,1,311.88,3,3,2,3,Potential Loyalists
5556,437,0.375,1032.07,4,3,5,4,Loyal Customers
5557,780,0.117647059,505.55,2,2,3,3,Customers Needing Attention
5559,226,0.076923077,717.87,4,1,4,3,Potential Loyalists
5560,1693,1,394.63,1,3,3,3,At Risk
5561,808,0.285714286,720.77,2,3,4,4,At Risk
5562,32,0.081632653,1212.52,5,2,5,4,Champions
5563,312,0.105263158,985.83,4,2,5,4,Loyal Customers
5565,764,0.166666667,158.09,3,3,1,2,Customers Needing Attention
5566,234,0.074074074,566.65,4,1,4,3,Potential Loyalists
5568,1187,1,134.51,2,3,1,2,Customers Needing Attention
5569,753,0.166666667,248.72,3,3,2,3,Potential Loyalists
5570,709,1,50.31,3,3,1,2,Customers Needing Attention
5571,350,0.063829787,1344.6,4,1,5,3,Potential Loyalists
5572,285,0.056603774,801.68,4,1,5,3,Potential Loyalists
5573,586,0.085714286,474.76,3,2,3,3,Potential Loyalists
5575,491,0.043478261,285.83,3,1,2,2,Customers Needing Attention
5576,1440,1,374.31,1,3,2,3,At Risk
5577,528,0.055555556,426.94,3,1,3,2,Customers Needing Attention
5578,276,0.161290323,1395.17,4,3,5,4,Loyal Customers
5581,94,0.068965517,1228.92,5,1,5,3,Loyal Customers
5582,859,0.115384615,580.66,2,2,4,3,Customers Needing Attention
5583,173,1,99.1,5,3,1,2,Potential Loyalists
5585,923,1,452.1,2,3,3,3,Customers Needing Attention
5586,421,0.039215686,525.75,4,1,3,2,Potential Loyalists
5588,1868,1,437.7,1,3,3,3,At Risk
5589,716,1,101.98,3,3,1,2,Customers Needing Attention
5590,165,0.15625,1248.34,5,3,5,4,Champions
5591,1936,1,204.96,1,3,1,2,Hibernating
5592,1434,1,216.84,1,3,1,2,Hibernating
5593,1817,1,450.66,1,3,3,3,At Risk
5594,1940,1,393.01,1,3,3,3,At Risk
5595,1605,1,421.96,1,3,3,3,At Risk
5596,306,0.1,526.7,4,2,3,3,Potential Loyalists
5597,894,0.130434783,769.64,2,2,4,3,Customers Needing Attention
5598,890,1,196.6,2,3,1,2,Customers Needing Attention
5599,202,1,702,5,3,4,4,Champions
5600,264,0.069767442,1050.33,4,1,5,3,Potential Loyalists
5601,85,0.222222222,513.21,5,3,3,3,Loyal Customers
5602,1125,0.2,564.75,2,3,4,4,At Risk
5605,1916,1,481.32,1,3,3,3,At Risk
5607,1086,1,390.29,2,3,3,3,Customers Needing Attention
5608,40,1,113.53,5,3,1,2,Potential Loyalists
5609,1104,1,32.29,2,3,1,2,Customers Needing Attention
5610,355,0.090909091,567.07,4,2,4,3,Potential Loyalists
5612,1178,0.076923077,638.07,2,1,4,3,Customers Needing Attention
5613,907,1,362.25,2,3,2,3,Customers Needing Attention
5614,405,1,134.66,4,3,1,2,Potential Loyalists
5615,460,0.088888889,775.66,4,2,4,3,Potential Loyalists
5616,1700,1,359.18,1,3,2,3,At Risk
5617,296,0.095238095,684.28,4,2,4,3,Potential Loyalists
5618,484,0.105263158,387.59,3,2,3,3,Potential Loyalists
5620,15,0.068965517,292.59,5,1,2,2,Potential Loyalists
5621,23,0.055555556,1225.25,5,1,5,3,Loyal Customers
5622,20,0.111111111,830.65,5,2,5,4,Champions
5623,471,0.05,275.64,3,1,2,2,Customers Needing Attention
5625,564,1,405.3,3,3,3,3,Potential Loyalists
5626,467,1,479.78,4,3,3,3,Potential Loyalists
5627,225,1,131.63,4,3,1,2,Potential Loyalists
5628,214,0.129032258,1245.38,4,2,5,4,Loyal Customers
5630,594,0.1875,682.16,3,3,4,4,Loyal Customers
5631,685,0.096774194,263.02,3,2,2,2,Customers Needing Attention
5632,402,0.058823529,571.29,4,1,4,3,Potential Loyalists
5633,117,1,22.11,5,3,1,2,Potential Loyalists
5635,914,0.142857143,810.38,2,3,5,4,At Risk
5636,91,0.051282051,631.83,5,1,4,3,Loyal Customers
5637,403,0.06122449,977.9,4,1,5,3,Potential Loyalists
5638,1618,1,80.11,1,3,1,2,Hibernating
5640,468,0.045454545,712.22,4,1,4,3,Potential Loyalists
5641,295,0.125,970.53,4,2,5,4,Loyal Customers
5643,185,1,276.74,5,3,2,3,Loyal Customers
5644,8,0.031746032,589.78,5,1,4,3,Loyal Customers
5646,366,0.047619048,480.38,4,1,3,2,Potential Loyalists
5647,211,0.055555556,1019.28,4,1,5,3,Potential Loyalists
5648,768,1,213.95,3,3,1,2,Customers Needing Attention
5650,594,0.0625,432.66,3,1,3,2,Customers Needing Attention
5651,491,0.117647059,397.39,3,2,3,3,Potential Loyalists
5653,329,1,424.51,4,3,3,3,Potential Loyalists
5655,891,1,227.15,2,3,2,3,Customers Needing Attention
5656,46,0.06779661,593.93,5,1,4,3,Loyal Customers
5658,441,0.285714286,329.92,4,3,2,3,Potential Loyalists
5660,697,1,77.92,3,3,1,2,Customers Needing Attention
5661,569,0.111111111,1258.37,3,2,5,4,Loyal Customers
5662,1203,1,351.59,2,3,2,3,Customers Needing Attention
5664,949,1,429.2,2,3,3,3,Customers Needing Attention
5666,1029,1,350.62,2,3,2,3,Customers Needing Attention
5668,795,0.161290323,1431.39,2,3,5,4,At Risk
5669,395,0.090909091,1010.22,4,2,5,4,Loyal Customers
5670,24,0.1,755.89,5,2,4,3,Loyal Customers
5671,1804,1,170.6,1,3,1,2,Hibernating
5672,1850,1,329.58,1,3,2,3,At Risk
5673,27,0.097560976,1036.72,5,2,5,4,Champions
5675,31,0.107142857,867.3,5,2,5,4,Champions
5676,1080,0.2,142.82,2,3,1,2,Customers Needing Attention
5677,331,0.088888889,904.49,4,2,5,4,Loyal Customers
5678,546,0.078947368,910.25,3,1,5,3,Potential Loyalists
5680,1718,0.666666667,290.86,1,3,2,3,At Risk
5681,605,0.055555556,473,3,1,3,2,Customers Needing Attention
5682,1845,1,366.92,1,3,2,3,At Risk
5684,1678,1,439.96,1,3,3,3,At Risk
5685,1601,1,213.23,1,3,1,2,Hibernating
5688,1357,1,271.52,1,3,2,3,At Risk
5690,858,0.083333333,656.39,2,2,4,3,Customers Needing Attention
5691,1593,1,395.94,1,3,3,3,At Risk
5695,48,0.075471698,963.67,5,1,5,3,Loyal Customers
5696,1867,1,476.75,1,3,3,3,At Risk
5697,758,1,194.03,3,3,1,2,Customers Needing Attention
5699,1218,1,63.34,2,3,1,2,Customers Needing Attention
5702,30,0.065217391,1055.58,5,1,5,3,Loyal Customers
5703,34,0.031746032,144.82,5,1,1,1,Recent Customers
5704,270,1,47.11,4,3,1,2,Potential Loyalists
5705,251,0.1,298.2,4,2,2,2,Potential Loyalists
5708,200,1,498.74,5,3,3,3,Loyal Customers
5709,620,0.055555556,500.24,3,1,3,2,Customers Needing Attention
5710,211,1,80.3,4,3,1,2,Potential Loyalists
5711,1614,1,392.04,1,3,3,3,At Risk
5712,1243,0.333333333,603.14,1,3,4,4,Cant Lose Them
5713,623,0.113636364,805.61,3,2,5,4,Loyal Customers
5714,174,0.08,498.09,5,2,3,3,Loyal Customers
5715,1719,1,22.66,1,3,1,2,Hibernating
5716,480,1,479.12,3,3,3,3,Potential Loyalists
5717,1637,0.285714286,478.18,1,3,3,3,At Risk
5718,754,0.083333333,822.71,3,2,5,4,Loyal Customers
5719,18,0.076923077,754.34,5,1,4,3,Loyal Customers
5721,1843,1,186.06,1,3,1,2,Hibernating
5723,1311,0.333333333,780.12,1,3,4,4,Cant Lose Them
5724,830,0.060606061,848.74,2,1,5,3,Customers Needing Attention
5725,1223,1,95.13,2,3,1,2,Customers Needing Attention
5726,187,0.060606061,847.98,5,1,5,3,Loyal Customers
5727,1330,1,463.43,1,3,3,3,At Risk
5728,796,1,225.19,2,3,2,3,Customers Needing Attention
5729,273,0.051282051,448.59,4,1,3,2,Potential Loyalists
5731,831,0.1,504.58,2,2,3,3,Customers Needing Attention
5732,438,1,78.75,4,3,1,2,Potential Loyalists
5733,1454,1,53.59,1,3,1,2,Hibernating
5734,547,0.075,945.97,3,1,5,3,Potential Loyalists
5735,618,0.058823529,368.94,3,1,2,2,Customers Needing Attention
5736,519,0.173913043,568.68,3,3,4,4,Loyal Customers
5737,558,1,144.06,3,3,1,2,Customers Needing Attention
5738,436,1,92.08,4,3,1,2,Potential Loyalists
5739,17,0.074074074,967.93,5,1,5,3,Loyal Customers
5740,768,0.086956522,170.76,3,2,1,2,Customers Needing Attention
5741,1456,1,492.76,1,3,3,3,At Risk
5742,609,0.095238095,1095.35,3,2,5,4,Loyal Customers
5743,180,0.043478261,273.66,5,1,2,2,Potential Loyalists
5744,1798,1,29.74,1,3,1,2,Hibernating
